"ID","Lote","Categoria","Titulo","Prioridad","Estado","Problema que resuelve","Implementacion detallada","Archivos afectados","Pasos de test","Criterio de aceptacion","Dependencias","Riesgo","Esfuerzo"
"164","L3","Impacto enemigo","Destello blanco en el cuerpo golpeado","Alta","Pendiente","La señal mas rapida y universal de haber acertado es que el objetivo destelle. Sin ella el jugador duda de si le pego.","Cambiar brevemente el color del material del soldado golpeado y restaurarlo, cuidando de no romper el material compartido entre unidades.","Actors/Soldier.cs","Aplicar daño y muestrear el color del material en frames sucesivos hasta el retorno.","Se ilumina y vuelve exactamente al color original.","Punto 230","Medio. Si se usa instanciado por GPU hay que resolverlo por propiedad de instancia y no por material.","M"
"165","L3","Impacto enemigo","Barra de vida flotante solo al dañar","Alta","Pendiente","Mostrar todas las barras siempre es inviable con cincuenta unidades y ademas satura la pantalla. Mostrarlas solo al recibir daño da la informacion justo cuando importa.","Activar la barra del objetivo al recibir daño y ocultarla tras unos segundos sin nuevos impactos, con las barras servidas de un pool.","Presentation/HealthBarView.cs","Dañar un enemigo y leer el estado de su barra en el momento y tras el tiempo de ocultamiento.","Aparece al dañar y se oculta sola si no hay mas impactos.","Punto 231","Bajo","M"
"166","L3","Impacto enemigo","Muerte con ragdoll simple","Media","Pendiente","El soldado muerto simplemente deja de moverse. La muerte no tiene peso ni es legible a distancia.","Caida con rotacion e inercia simple, sin fisica completa, y limpieza posterior del cuerpo por presupuesto.","Actors/Soldier.cs. Ai/AiBrain.cs en el estado Dead.","Matar un enemigo y muestrear su rotacion en frames sucesivos.","La rotacion cambia progresivamente durante la caida.","Punto 234","Medio. Con muchas bajas hay que limitar cuantos cuerpos permanecen.","M"
"167","L3","Impacto enemigo","Silueta de muerte","Media","Pendiente","En una pantalla llena de accion una baja puede pasar completamente desapercibida, y esa es la informacion mas importante del combate.","Destello del contorno del enemigo al morir, breve y de alto contraste para que se lea sobre cualquier fondo.","Actors/Soldier.cs. Presentation nueva.","Matar un enemigo y verificar el efecto de contorno y su expiracion.","El contorno destella y se apaga sin dejar residuo.","Punto 164","Bajo","M"
"168","L3","Impacto enemigo","Escalado del kill feed","Alta","Pendiente","KillFeedView apila una linea por baja. Con combate masivo el feed cubre la pantalla y deja de ser legible justo cuando mas informacion hay.","Agrupar bajas proximas en el tiempo en una sola linea con contador, en vez de apilar una por cada una.","UI/KillFeedView.cs","Matar cinco enemigos casi simultaneamente y contar las lineas mostradas.","Se agrupan en una linea con contador en vez de cinco lineas.","Punto 216","Bajo","M"
"169","L3","Impacto enemigo","Racha de bajas","Media","Pendiente","No hay ninguna recompensa por encadenar bajas ni ninguna tension por perderla, que es un motor de intensidad barato y muy efectivo.","Contador de bajas consecutivas con sonido ascendente que se reinicia al recibir daño o tras una pausa larga.","UI nueva. Presentation/GenericSfx.cs.","Matar tres seguidos, recibir daño y leer el contador en cada paso.","El contador sube con cada baja y se reinicia al recibir daño.","Punto 92","Bajo","M"
"170","L3","Impacto enemigo","Camara lenta en la ultima baja","Media","Pendiente","La ultima baja de la partida es el climax y hoy es indistinguible de cualquier otra, seguida de una pantalla de victoria abrupta.","Reduccion breve de timeScale al morir el ultimo enemigo, coordinada con la pantalla de victoria para que no se solapen ni dejen el tiempo alterado.","Presentation/BattleManager.cs. Presentation/GameOutcomeController.cs.","Matar al ultimo enemigo y leer timeScale en frames sucesivos y al abrirse la pantalla final.","timeScale baja y vuelve a uno antes de mostrar la pantalla final.","Punto 81","Medio. La pantalla de fin ya fija timeScale en cero, hay que ordenar la secuencia.","M"
"171","L3","Impacto enemigo","Distinguir bajas propias de aliadas","Media","Pendiente","El feed no distingue quien hizo cada baja, asi que el jugador no puede evaluar su propio aporte ni el de la escuadra.","Diferenciar visualmente las lineas segun el atacante sea el jugador o un aliado.","UI/KillFeedView.cs","Matar un enemigo y hacer que un aliado mate otro y comparar las dos lineas.","Las dos lineas se distinguen claramente.","Punto 168","Bajo","S"
"172","L3","Impacto enemigo","Aviso de enemigo por morir","Media","Pendiente","No se puede saber si conviene gastar mas balas en un enemigo o pasar al siguiente, que es la decision mas frecuente en combate.","Parpadeo del contorno cuando la vida del enemigo baja de un umbral, visible al apuntarle.","Presentation nueva. UI/AimUI.cs.","Bajar la vida de un enemigo por debajo del umbral y leer el efecto antes y despues del cruce.","El parpadeo aparece solo por debajo del umbral.","Punto 167","Bajo","S"
"173","L3","Impacto enemigo","Reaccion sonora del enemigo","Media","Pendiente","Herir y matar suenan igual desde el lado del enemigo, asi que el audio no ayuda a distinguir el resultado del disparo.","Clip de dolor al ser herido distinto del de muerte, sujeto al limite global de voces.","Presentation/GenericSfx.cs. Combat/Health.cs.","Herir y matar un enemigo y comparar los clips reproducidos en cada caso.","Los dos casos usan clips distintos.","Punto 189","Bajo","S"
"174","L3","Impacto enemigo","Marcar al enemigo que te mato","Media","Pendiente","La secuencia de muerte muestra el cadaver propio orbitando pero no dice quien te mato, que es la informacion que el jugador mas quiere en ese momento.","Resaltar al atacante durante la camara de muerte, usando el ultimo atacante registrado en el Health.","Player/PlayerInputDriver.cs en DeathSequence. Combat/Health.cs.","Morir por un atacante conocido y verificar el resalte durante la secuencia.","El resalte cae sobre el atacante correcto.","Punto 92","Bajo","M"
"175","L3","Impacto enemigo","Aviso de bajas fuera de pantalla","Media","Pendiente","Las bajas fuera de encuadre solo llegan por el feed de texto, que se pierde entre el resto de la informacion.","Indicador breve en el borde en la direccion de la baja, sujeto al sistema de prioridad de avisos.","UI nueva vista","Matar un enemigo fuera de camara y leer la direccion del indicador.","Aparece en la direccion correcta de la baja.","Punto 216","Bajo","M"
"176","L3","Efectos de pantalla","Aberracion cromatica por daño","Media","Pendiente","El viñeteo es la unica respuesta al daño. Sumar una segunda capa que escale con la gravedad hace que estar por morir se sienta distinto de un rasguño.","Efecto de post proceso cuya intensidad escala con la vida faltante, respetando el interruptor global de efectos.","UI/DamageVignetteView.cs o post proceso","Recibir el mismo daño con vida alta y baja y comparar la intensidad alcanzada.","La intensidad es mayor con vida baja.","Punto 185","Bajo","M"
"177","L3","Efectos de pantalla","Latido con poca vida","Media","Pendiente","El estado critico de vida no tiene una presencia continua. El pulso de la barra ayuda pero exige mirar el HUD.","Pulso periodico en pantalla sincronizado con un sonido, activo solo bajo el umbral critico y detenido al recuperarse.","UI/DamageVignetteView.cs. Presentation/GenericSfx.cs.","Bajar la vida al minimo y muestrear el efecto a lo largo del tiempo, luego curar y verificar que se detiene.","El pulso es periodico bajo el umbral y se detiene al curarse.","Punto 3","Bajo","M"
"178","L3","Efectos de pantalla","Desenfoque de movimiento en el tanque","Baja","Pendiente","Sin desenfoque la alta velocidad no se percibe como tal, sobre todo con un terreno de pocos detalles.","Desenfoque aplicado solo por encima de un umbral de velocidad y sujeto al interruptor global de efectos.","Camera/CameraRig.cs o post proceso","Comparar el efecto a velocidad baja y alta.","Solo se activa por encima del umbral de velocidad.","Punto 185","Bajo","M"
"179","L3","Efectos de pantalla","Sacudida por explosion cercana","Alta","Pendiente","Las explosiones no se sienten fuera de su radio de daño, asi que una granada que cae al lado no produce ninguna reaccion.","Sacudida cuya amplitud decae con la distancia al punto de explosion, con tope maximo para no marear.","Camera/CameraRig.cs. Combat/Projectile.cs.","Explotar a dos distancias distintas y comparar la amplitud de la sacudida.","La amplitud decae con la distancia y nunca supera el tope.","Punto 180","Bajo","M"
"180","L3","Efectos de pantalla","Presupuesto unico de sacudida","Alta","Pendiente","Multiples fuentes de sacudida sumandose sin control pueden volver la camara injugable en un combate intenso, que es el momento en que menos se puede permitir.","Un unico sistema que reciba todos los impulsos, los sume y los limite a un maximo, en vez de que cada sistema escriba la camara por su cuenta.","Camera/CameraRig.cs","Disparar diez fuentes de sacudida simultaneas y medir la amplitud total resultante.","Nunca supera el tope definido por mas fuentes que se sumen.","Ninguna","Medio. Requiere que todos los sistemas de sacudida pasen por el mismo punto.","M"
"181","L3","Efectos de pantalla","Destello y sordera por explosion muy cercana","Media","Pendiente","Una explosion a quemarropa produce el mismo efecto que una lejana, lo que desperdicia un momento de maxima intensidad.","Destello breve mas filtrado del audio cuando la explosion ocurre muy cerca, con recuperacion progresiva.","Camera/CameraRig.cs. Mezclador de audio.","Explotar muy cerca del jugador y verificar los dos efectos y su recuperacion.","Se activan juntos y se recuperan progresivamente.","Punto 186","Bajo","M"
"182","L3","Efectos de pantalla","Viñeta de velocidad","Baja","Pendiente","La velocidad del vehiculo no altera el encuadre, lo que le resta intensidad a conducir rapido.","Viñeta que se cierra progresivamente con la velocidad, sujeta al interruptor global de efectos.","Camera/CameraRig.cs","Acelerar y comparar la viñeta a velocidad cero y maxima.","La viñeta se cierra proporcionalmente con la velocidad.","Punto 185","Bajo","S"
"183","L3","Efectos de pantalla","Balanceo al caminar","Media","Pendiente","El movimiento en primera persona es perfectamente plano, lo que hace que caminar se sienta como deslizarse.","Oscilacion sutil de camara mientras el soldado se mueve, detenida al quedarse quieto y desactivable por accesibilidad.","Camera/CameraRig.cs. Player/PlayerInputDriver.cs.","Caminar y muestrear la posicion de camara, luego detenerse y volver a muestrear.","Hay oscilacion periodica al moverse y ninguna al estar quieto.","Punto 185","Bajo","S"
"184","L3","Efectos de pantalla","Desenfoque en la transicion de modo","Media","Pendiente","El cambio de proyeccion entre perspectiva y ortografica no se puede interpolar, asi que siempre habra un salto que conviene enmascarar.","Flash o desenfoque breve que cubre el frame del cambio, sincronizado con la transicion de camara.","Camera/CameraRig.cs. Player/PlayerInputDriver.cs.","Alternar modo y verificar el efecto durante el frame de cambio y su expiracion.","El efecto cubre el cambio y se apaga solo.","Punto 34","Bajo","M"
"185","L3","Efectos de pantalla","Interruptor de efectos de camara","Alta","Pendiente","Sacudidas, desenfoques y balanceos provocan malestar en parte de los jugadores y ademas cuestan rendimiento. Debe poder apagarse todo junto.","Opcion unica que desactiva sacudida, balanceo, desenfoque y viñetas, consultada por todos los sistemas de efectos.","Presentation/PauseController.cs. Camera/CameraRig.cs.","Desactivar la opcion y verificar que ninguno de los efectos se aplica en sus disparadores habituales.","Con la opcion apagada no hay sacudida, balanceo ni viñetas.","Punto 180","Bajo","M"
"186","L3","Audio","Mezclador con canales separados","Alta","Pendiente","Todo el audio se reproduce sin agrupar, asi que el slider de volumen actual afecta al AudioListener entero. No se puede bajar los efectos sin bajar tambien la interfaz.","AudioMixer con grupos de maestro, efectos, interfaz y ambiente, con cada AudioSource asignado a su grupo y un slider por grupo.","Presentation/GenericSfx.cs. Presentation/PauseController.cs.","Cambiar el volumen de un grupo y verificar que los otros grupos mantienen su nivel.","Los grupos son independientes entre si.","Punto 46","Bajo. Es la base de casi todo el resto del bloque de audio.","M"
"187","L3","Audio","Atenuacion por distancia","Alta","Pendiente","Los sonidos se reproducen al mismo volumen sin importar la distancia. Un disparo a cien metros suena igual que uno al lado, lo que destruye toda nocion espacial.","Configurar los AudioSource como 3D con curva de atenuacion por distancia, y filtrar frecuencias altas a mayor distancia.","Presentation/GenericSfx.cs y todos los puntos de reproduccion","Reproducir el mismo disparo a dos distancias y comparar el volumen percibido.","El volumen decae con la distancia segun la curva definida.","Punto 186","Bajo","M"
"188","L3","Audio","Reverberacion segun entorno","Baja","Pendiente","Todos los espacios suenan igual, asi que el audio no aporta informacion sobre donde estas.","Zonas de reverberacion o ajuste de cola segun proximidad a geometria.","Mezclador de audio","Disparar en espacio abierto y junto a un obstaculo y comparar la cola del sonido.","La cola es mas larga junto a superficies.","Punto 186","Bajo","M"
"189","L3","Audio","Limite de voces simultaneas","Alta","Pendiente","Con cincuenta soldados disparando el audio se satura y se vuelve ruido blanco, ademas de costar mucho. Es un problema garantizado al escalar.","Sistema central de reproduccion con limite de voces que descarta por prioridad y distancia, en vez de que cada sistema reproduzca por su cuenta.","Presentation/GenericSfx.cs. Punto central de reproduccion nuevo.","Disparar cincuenta fuentes simultaneas y contar los AudioSource efectivamente activos.","Nunca supera el limite y descarta las menos prioritarias.","Punto 186","Medio. Exige centralizar toda reproduccion de audio.","M"
"190","L3","Audio","Ducking al disparar el tanque","Media","Pendiente","El cañon compite en la mezcla con cincuenta rifles. Sin ducking el disparo mas potente se pierde entre el resto.","Reduccion momentanea del grupo de efectos al disparar la torreta, con recuperacion rapida.","Mezclador de audio. Vehicles/TurretWeapon.cs.","Disparar el tanque y muestrear el volumen del grupo de efectos antes, durante y despues.","El grupo baja al disparar y se recupera.","Punto 186","Bajo","S"
"191","L3","Audio","Variacion de tono por instancia","Media","Pendiente","El mismo clip repetido identicamente muchas veces por segundo produce un efecto artificial de ametralladora de clones.","Variacion aleatoria pequeña de pitch en cada reproduccion, aplicada en el punto central de reproduccion.","Punto central de reproduccion","Reproducir el mismo clip diez veces y comparar los pitch aplicados.","Los pitch difieren dentro del rango definido.","Punto 189","Bajo","S"
"192","L3","Audio","Colas de impacto por material","Media","Pendiente","El impacto suena igual contra metal, tierra o piedra, desaprovechando que EnvironmentHitKind ya distingue el material.","Clip distinto por EnvironmentHitKind, aprovechando la clasificacion que ya existe en el evento.","Presentation/GenericSfx.cs. Combat/Projectile.cs.","Impactar los tres materiales y comparar los clips reproducidos.","Los tres usan clips distintos.","Punto 94","Bajo","S"
"193","L3","Audio","Audio posicional real","Alta","Pendiente","Sin panorama estereo no se puede ubicar de donde viene el fuego, que es una de las principales fuentes de informacion en un shooter.","AudioSource espacializados de modo que el panorama corresponda a la posicion relativa a la camara.","Punto central de reproduccion","Disparar desde la izquierda y desde la derecha y comparar el balance estereo.","El balance corresponde a la posicion real de la fuente.","Punto 187","Bajo","S"
"194","L3","Audio","Silbido de bala cercana","Media","Pendiente","Las balas que pasan cerca no producen nada, asi que estar bajo fuego sin ser alcanzado no se percibe. Se pierde toda la tension del fuego de supresion.","Detectar el paso de un proyectil enemigo dentro de un radio del jugador y reproducir un silbido, con limite para no saturar en fuego intenso.","Combat/Projectile.cs. Punto central de reproduccion.","Pasar un proyectil dentro y fuera del radio y verificar el sonido en cada caso.","Solo suena dentro del radio y respeta el limite de repeticion.","Punto 189","Bajo","M"
"195","L3","Audio","Voces de la escuadra","Media","Pendiente","Las ordenes no tienen respuesta audible de la tropa, lo que hace que dar ordenes se sienta como mover piezas y no como comandar gente.","Confirmacion sonora al recibir orden, una por lote y no por soldado, coherente con la correccion del sonido duplicado.","Player/OrderService.cs. Punto central de reproduccion.","Dar una orden a varios soldados y contar las confirmaciones reproducidas.","Suena una confirmacion por lote de orden.","Punto 122","Bajo","S"
"196","L3","Audio","Musica dinamica por intensidad","Baja","Pendiente","No hay musica, asi que no hay ningun arco de tension a lo largo de la partida.","Capas de musica cuyo nivel sube con la cantidad de enemigos activos cerca, con transiciones suaves.","Mezclador de audio. Presentation/BattleManager.cs.","Variar la cantidad de enemigos cercanos y muestrear el nivel de cada capa.","El nivel sigue a la cantidad de enemigos con transiciones suaves.","Punto 186","Bajo","L"
"197","L3","Audio","Silencio tactico","Baja","Pendiente","Los momentos importantes no tienen ninguna preparacion sonora, asi que llegan sin peso dramatico.","Caida breve del nivel general justo antes de un momento clave, como la ultima baja, coordinada con la camara lenta.","Mezclador de audio. Presentation/BattleManager.cs.","Disparar el momento clave y muestrear el volumen en los instantes previos.","Hay una caida breve de nivel antes del golpe.","Punto 170","Bajo","M"
"198","L3","Ergonomia","Acciones frecuentes bajo la mano izquierda","Alta","Pendiente","Las teclas de funcion para poseer obligan a soltar la posicion de movimiento en pleno combate. Es el peor error ergonomico del esquema actual y afecta a la accion mas caracteristica del juego.","Reubicar todos los atajos frecuentes dentro del alcance de la mano izquierda apoyada en la posicion de movimiento, dejando las teclas lejanas solo para acciones de menu.","Player/PlayerInputDriver.cs. Documentacion de controles.","Listar todos los atajos y su posicion fisica en el teclado y verificar el alcance sin mover la mano.","Ningun atajo frecuente queda fuera de la zona alcanzable.","Ninguna","Medio. Cambiar atajos ya aprendidos tiene costo, conviene hacerlo antes de sumar mas.","M"
"199","L3","Ergonomia","Ciclar posesion con teclas cercanas","Alta","Pendiente","Cambiar de soldado es la mecanica distintiva del juego y hoy es el gesto mas incomodo de ejecutar.","Ciclo hacia adelante y atras en teclas contiguas a la posicion de movimiento, reemplazando la seleccion por indice como metodo principal.","Player/PlayerInputDriver.cs","Ejecutar el ciclo con la mano en posicion de movimiento y verificar el cambio de poseido.","El ciclo funciona sin mover la mano de la posicion de movimiento.","Punto 131, punto 198","Bajo","S"
"200","L3","Ergonomia","Modificador consistente","Alta","Pendiente","Si encolar ordenes, sumar a la seleccion y correr usan modificadores distintos, el jugador tiene que memorizar tres reglas en vez de una.","Un unico modificador para todas las variantes aditivas de accion, aplicado de forma uniforme.","Player/PlayerInputDriver.cs","Probar las tres acciones con el mismo modificador y verificar que todas responden.","Las tres responden al mismo modificador de forma coherente.","Punto 115, punto 198","Bajo","S"
"201","L3","Ergonomia","Separar entrar y salir de vehiculo","Media","Pendiente","Una sola tecla hace interactuar, montar y equipar segun el contexto. Cuando el contexto es ambiguo se ejecuta la accion equivocada.","Separar interaccion contextual de la accion de subir y bajar del vehiculo en dos teclas distintas.","Player/PlayerInputDriver.cs en UpdateFps y UpdateInVehicle","Ejecutar interaccion y entrada al vehiculo en un punto donde ambas serian validas y verificar que no se pisan.","Cada tecla ejecuta solo su accion sin ambiguedad.","Punto 198","Bajo","S"
"202","L3","Ergonomia","Recentrar camara con la barra espaciadora","Media","Pendiente","Recentrar es de las acciones mas repetidas en vista tactica y hoy no tiene atajo. La tecla mas grande y accesible esta sin usar.","Asignar el recentrado a la tecla mas accesible del teclado.","Player/PlayerInputDriver.cs","Ejecutar y comparar la posicion de camara contra el centroide de la escuadra.","La camara queda sobre la escuadra al pulsar.","Punto 70","Bajo","S"
"203","L3","Ergonomia","Convenciones estandar de recarga y camara","Media","Pendiente","Usar teclas no convencionales para acciones universales obliga a desaprender habitos ya formados, lo que genera errores en momentos de presion.","Adoptar las teclas convencionales del genero para recargar y alternar camara.","Player/PlayerInputDriver.cs","Ejecutar cada tecla y verificar que hace lo que el jugador esperaria por convencion.","Coinciden con la convencion establecida del genero.","Punto 16","Bajo","S"
"204","L3","Ergonomia","Grupos en teclas numericas sin modificador","Alta","Pendiente","Si recuperar un grupo exige modificador se pierde toda la ventaja de velocidad, que es la unica razon de existir de los grupos de control.","Recuperacion directa con la tecla numerica y asignacion con modificador, que es el estandar universal del genero.","Player/PlayerInputDriver.cs","Asignar un grupo con modificador y recuperarlo sin modificador comparando los ids.","La recuperacion funciona sin modificador y la asignacion con el.","Punto 124","Bajo","S"
"205","L3","Ergonomia","Evitar combinaciones de dos manos en combate","Media","Pendiente","Cualquier atajo que exija dos modificadores es imposible de ejecutar mientras se apunta con el mouse y se mueve con la izquierda.","Auditar la tabla de atajos y garantizar que ninguna accion de combate requiera mas de un modificador.","Player/PlayerInputDriver.cs","Revisar la tabla completa de atajos de combate y contar los modificadores de cada uno.","Ningun atajo de combate usa mas de un modificador.","Punto 198","Bajo","S"
"206","L3","Ergonomia","Cambio de arma con la rueda","Media","Pendiente","Cambiar de arma exige alcanzar las teclas numericas, que estan lejos de la posicion de movimiento.","Ciclo de armas con la rueda del mouse manteniendo tambien el acceso directo por numero.","Player/PlayerInputDriver.cs en UpdateFps","Girar la rueda en ambos sentidos y verificar el arma equipada en cada paso.","El arma cambia en orden estable con cada giro.","Punto 198","Bajo. Cuidado de no colisionar con el zoom que ya usa la rueda en RTS.","S"
"207","L3","Ergonomia","Mantener contra tocar","Media","Pendiente","Cada accion consume una tecla distinta, y el teclado accesible es limitado. Distinguir pulsacion corta de larga duplica la capacidad sin sumar teclas.","Detectar duracion de pulsacion para ofrecer dos acciones relacionadas en la misma tecla, como cambiar de modo o espiar el mapa.","Player/PlayerInputDriver.cs","Simular pulsacion corta y larga y verificar que cada una ejecuta su accion.","Cada duracion produce su accion correspondiente sin ambiguedad.","Punto 198","Medio. Introduce latencia perceptible si se implementa mal.","M"
"208","L3","Ergonomia","Remapeo completo","Media","Pendiente","Los atajos estan cableados en el codigo. Ningun jugador con necesidades distintas puede adaptarlos.","Configuracion de teclas persistida con deteccion de conflictos al asignar, apoyada en el sistema de entrada nuevo que ya usa el proyecto.","Player/PlayerInputDriver.cs. Presentation/PauseController.cs.","Asignar una tecla ya usada por otra accion y verificar el aviso y que no se guarda.","Se detecta el conflicto y la asignacion no se aplica.","Punto 46","Medio. Requiere sacar las teclas del codigo a una configuracion.","L"
"209","L3","Ergonomia","Cartel de controles contextual","Alta","Pendiente","El cartel actual mezcla atajos que no siempre aplican. Si lista teclas que no hacen nada en ese estado, entrena al jugador a ignorarlo por completo.","Generar el cartel desde la misma tabla de atajos que usa la entrada, filtrando por el estado actual, para que nunca puedan desincronizarse.","UI/InstructionBannerView.cs. Player/PlayerInputDriver.cs.","Leer el cartel en cada estado y contrastar cada tecla listada contra el codigo que la maneja en ese estado.","Muestra solo los atajos que realmente funcionan en el estado actual.","Punto 36, punto 208","Medio","M"
"210","L3","Control a escala","Formaciones seleccionables","Alta","Pendiente","Con cincuenta unidades mandarlas todas al mismo punto produce un amontonamiento inmanejable. La formacion es lo que hace jugable el control masivo.","Patrones de linea, cuña y columna que reparten los destinos alrededor del punto ordenado, elegibles por el jugador.","Player/OrderService.cs. Player/PlayerInputDriver.cs.","Aplicar cada formacion al mismo grupo y comparar los patrones de destino generados.","Cada formacion produce un patron geometrico distinto y reconocible.","Punto 117","Medio","L"
"211","L3","Control a escala","Dibujar la formacion arrastrando","Media","Pendiente","Sin control de orientacion la formacion siempre mira igual, lo que impide preparar un frente hacia una direccion concreta.","Usar la direccion del arrastre al ordenar para definir la orientacion del grupo formado.","Player/PlayerInputDriver.cs en UpdateRts","Arrastrar en dos direcciones distintas y comparar la orientacion resultante de la formacion.","La orientacion sigue la direccion del arrastre.","Punto 210","Medio","M"
"212","L3","Control a escala","Posturas de combate","Alta","Pendiente","La IA siempre reacciona igual: detecta y persigue. No hay forma de pedirle que aguante la posicion o que no dispare, que son ordenes basicas de cualquier tactica.","Estados de postura por unidad o grupo que modifican el umbral de deteccion y la decision de perseguir en el AiBrain.","Ai/AiBrain.cs. Player/OrderService.cs.","Fijar cada postura y verificar el comportamiento ante un enemigo detectado.","La IA responde de forma distinta y coherente en cada postura.","Punto 120","Medio. Toca la maquina de estados central de la IA.","L"
"213","L3","Control a escala","Ordenes desde el minimapa","Alta","Pendiente","Ordenar exige llevar la camara al destino, lo que hace imposible coordinar dos frentes a la vez.","Convertir la posicion del click en el minimapa a coordenada de mundo y emitir la orden sin mover la camara.","UI/MinimapFollow.cs. Player/PlayerInputDriver.cs.","Ordenar desde el minimapa y comparar el destino resultante contra el punto de mundo equivalente.","El destino corresponde exactamente al punto del minimapa.","Punto 25","Medio","M"
"214","L3","Control a escala","Seleccion por tipo en pantalla","Media","Pendiente","Con muchas unidades seleccionar por arrastre es impreciso. Filtrar por rol es la forma rapida de armar un subgrupo util.","Comando que selecciona todos los de un rol visibles en el encuadre actual.","Player/SelectionController.cs. Player/PlayerInputDriver.cs.","Ejecutar el comando y verificar el rol y la visibilidad de los seleccionados.","Todos comparten rol y estan dentro del encuadre.","Punto 31","Bajo","M"
"215","L3","Control a escala","Tarjetas de grupo persistentes","Media","Pendiente","Con varios grupos activos no hay forma de ver su estado sin seleccionarlos uno por uno.","Barras compactas por grupo con vida agregada y cantidad de integrantes vivos, actualizadas por evento.","UI nueva. Player/SelectionController.cs.","Crear varios grupos y leer las tarjetas comparando la vida agregada contra la suma real.","Hay una tarjeta por grupo con datos correctos.","Punto 124","Bajo","M"
"216","L3","Control a escala","Alerta priorizada","Alta","Pendiente","Muchos de los avisos propuestos compiten por el mismo espacio. Sin una cola con prioridad se pisan entre si y el jugador termina sin ver ninguno.","Cola central de notificaciones con prioridad y supresion de duplicados, por la que pasan todos los avisos del juego.","UI nueva. Todas las vistas que emiten avisos.","Generar diez avisos simultaneos de distinta prioridad y leer cuales se muestran.","Se muestran los prioritarios sin saturar la pantalla.","Ninguna. Es prerequisito de muchos otros puntos.","Medio","M"
"217","L3","Control a escala","Orden de retirada","Media","Pendiente","No hay forma de sacar rapido a la tropa de una posicion comprometida. Retroceder exige elegir destino a mano bajo presion.","Comando que envia a los seleccionados al punto seguro mas cercano, calculado por distancia a enemigos.","Player/OrderService.cs","Ejecutar y comparar el destino asignado contra el punto seguro mas proximo calculado.","El destino es el punto seguro mas cercano disponible.","Punto 212","Medio","M"
"218","L3","Control a escala","Vista previa de la ruta","Media","Pendiente","La ruta solo se conoce cuando la unidad ya empezo a caminarla, y para entonces puede haber cruzado una zona peligrosa.","Mostrar la ruta calculada mientras se mantiene el boton, antes de confirmar la orden.","Presentation nueva. Ai/AiBrain.cs.","Mantener el boton y verificar que la linea de ruta aparece antes de soltar.","La ruta se muestra antes de confirmar y se descarta al cancelar.","Punto 118, punto 226","Medio","M"
"219","L3","Control a escala","Reagrupar dispersos","Media","Pendiente","Tras un combate la tropa queda desparramada y volver a juntarla exige seleccionar y ordenar manualmente varias veces.","Comando que calcula un punto de reunion y ordena a todos los seleccionados converger a el en formacion.","Player/OrderService.cs","Dispersar la escuadra, ejecutar el comando y medir la dispersion resultante.","La dispersion baja significativamente tras el reagrupamiento.","Punto 210","Bajo","M"
"220","L3","Control a escala","Seleccionar solo los heridos","Baja","Pendiente","Retirar a los heridos exige identificarlos visualmente uno por uno, que es inviable con muchas unidades.","Filtro de seleccion por umbral de vida aplicado sobre la seleccion actual o sobre toda la escuadra.","Player/SelectionController.cs","Herir a dos soldados, ejecutar el filtro y leer los seleccionados.","Solo quedan seleccionados los que estan por debajo del umbral.","Punto 214","Bajo","S"
"221","L3","Control a escala","Historial de ordenes","Baja","Pendiente","Con muchas ordenes en curso es facil perder la cuenta de que se le pidio a cada grupo.","Panel con las ultimas ordenes emitidas y su destinatario, alimentado desde OrderService.","UI nueva. Player/OrderService.cs.","Dar tres ordenes distintas y leer el panel verificando el orden cronologico.","Muestra las ultimas ordenes en orden correcto.","Punto 216","Bajo","M"
"222","L3","Performance","Sacar FindObjectsByType del bucle","Critica","Pendiente","WorldSimulationDriver.Update llama FindObjectsByType tres veces por frame, para VehicleBrain, TurretWeapon y TurretAI. Ese metodo recorre toda la escena y es de los mas costosos del motor. A sesenta frames por segundo son ciento ochenta barridos completos por segundo, y el costo crece con cada objeto que se agregue a la escena. Es el cuello de botella mas grave del proyecto hoy.","Mantener listas cacheadas de los tres tipos, pobladas al construir la escena y actualizadas al aparecer o destruirse un vehiculo, en vez de redescubrirlas cada frame.","Ai/WorldSimulationDriver.cs. Vehicles/Vehicle.cs para el alta y baja.","Instrumentar las llamadas y contarlas durante cien frames antes y despues del cambio. Medir tambien el tiempo de Update.","Cero llamadas a FindObjectsByType por frame y caida medible del tiempo de Update.","Ninguna. Es prerequisito de todo el trabajo a escala.","Bajo de implementar y muy alto de impacto. El riesgo es olvidar dar de baja objetos destruidos y dejar referencias muertas.","M"
"223","L3","Performance","Cachear AiBrain en el Soldier","Critica","Pendiente","El bucle hace GetComponent de AiBrain por cada soldado en cada frame. Con cincuenta unidades son tres mil llamadas por segundo a una operacion que devuelve siempre lo mismo.","Guardar la referencia al AiBrain en el Bootstrap del Soldier, junto a las de Health, Motor y Weapon que ya se cachean ahi. El patron ya existe en el codigo, solo falta aplicarlo a este componente.","Actors/Soldier.cs. Ai/WorldSimulationDriver.cs.","Instrumentar y contar las llamadas a GetComponent durante cien frames con cincuenta unidades.","Cero llamadas a GetComponent dentro del bucle de simulacion.","Punto 222","Muy bajo. Es exactamente el mismo patron ya usado para los otros componentes.","S"
